group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day04_part1,Parse_string_dynamically,,,,7464964.0,ns,1
day04_part1,Parse_string_dynamically,,,,12122883.0,ns,2
day04_part1,Parse_string_dynamically,,,,16222653.0,ns,3
day04_part1,Parse_string_dynamically,,,,18492229.0,ns,4
day04_part1,Parse_string_dynamically,,,,22942060.0,ns,5
day04_part1,Parse_string_dynamically,,,,27282054.0,ns,6
day04_part1,Parse_string_dynamically,,,,31986949.0,ns,7
day04_part1,Parse_string_dynamically,,,,39557851.0,ns,8
day04_part1,Parse_string_dynamically,,,,41651769.0,ns,9
day04_part1,Parse_string_dynamically,,,,45165680.0,ns,10
day04_part1,Parse_string_dynamically,,,,50672698.0,ns,11
day04_part1,Parse_string_dynamically,,,,54682143.0,ns,12
day04_part1,Parse_string_dynamically,,,,59426447.0,ns,13
day04_part1,Parse_string_dynamically,,,,63381799.0,ns,14
day04_part1,Parse_string_dynamically,,,,69091827.0,ns,15
day04_part1,Parse_string_dynamically,,,,74781086.0,ns,16
day04_part1,Parse_string_dynamically,,,,80099694.0,ns,17
day04_part1,Parse_string_dynamically,,,,85590906.0,ns,18
day04_part1,Parse_string_dynamically,,,,86550261.0,ns,19
day04_part1,Parse_string_dynamically,,,,91547493.0,ns,20
day04_part1,Parse_string_dynamically,,,,100344701.0,ns,21
day04_part1,Parse_string_dynamically,,,,102968948.0,ns,22
day04_part1,Parse_string_dynamically,,,,108331888.0,ns,23
day04_part1,Parse_string_dynamically,,,,115488520.0,ns,24
day04_part1,Parse_string_dynamically,,,,114068905.0,ns,25
day04_part1,Parse_string_dynamically,,,,119495119.0,ns,26
day04_part1,Parse_string_dynamically,,,,123677573.0,ns,27
day04_part1,Parse_string_dynamically,,,,129992029.0,ns,28
day04_part1,Parse_string_dynamically,,,,138367116.0,ns,29
day04_part1,Parse_string_dynamically,,,,144612517.0,ns,30
day04_part1,Parse_string_dynamically,,,,152382638.0,ns,31
day04_part1,Parse_string_dynamically,,,,171977143.0,ns,32
day04_part1,Parse_string_dynamically,,,,177985661.0,ns,33
day04_part1,Parse_string_dynamically,,,,173439629.0,ns,34
day04_part1,Parse_string_dynamically,,,,162581831.0,ns,35
day04_part1,Parse_string_dynamically,,,,165827740.0,ns,36
day04_part1,Parse_string_dynamically,,,,202146527.0,ns,37
day04_part1,Parse_string_dynamically,,,,188484418.0,ns,38
day04_part1,Parse_string_dynamically,,,,194294203.0,ns,39
day04_part1,Parse_string_dynamically,,,,195312008.0,ns,40
day04_part1,Parse_string_dynamically,,,,192906382.0,ns,41
day04_part1,Parse_string_dynamically,,,,191981352.0,ns,42
day04_part1,Parse_string_dynamically,,,,205980374.0,ns,43
day04_part1,Parse_string_dynamically,,,,207475572.0,ns,44
day04_part1,Parse_string_dynamically,,,,213463893.0,ns,45
day04_part1,Parse_string_dynamically,,,,221223000.0,ns,46
day04_part1,Parse_string_dynamically,,,,219420489.0,ns,47
day04_part1,Parse_string_dynamically,,,,229076279.0,ns,48
day04_part1,Parse_string_dynamically,,,,228868472.0,ns,49
day04_part1,Parse_string_dynamically,,,,288382025.0,ns,50
day04_part1,Parse_string_dynamically,,,,259158007.0,ns,51
day04_part1,Parse_string_dynamically,,,,265514352.0,ns,52
day04_part1,Parse_string_dynamically,,,,259227988.0,ns,53
day04_part1,Parse_string_dynamically,,,,250638448.0,ns,54
day04_part1,Parse_string_dynamically,,,,265458505.0,ns,55
day04_part1,Parse_string_dynamically,,,,265798094.0,ns,56
day04_part1,Parse_string_dynamically,,,,265756960.0,ns,57
day04_part1,Parse_string_dynamically,,,,281137876.0,ns,58
day04_part1,Parse_string_dynamically,,,,290998196.0,ns,59
day04_part1,Parse_string_dynamically,,,,291816837.0,ns,60
day04_part1,Parse_string_dynamically,,,,294110317.0,ns,61
day04_part1,Parse_string_dynamically,,,,290630100.0,ns,62
day04_part1,Parse_string_dynamically,,,,292356085.0,ns,63
day04_part1,Parse_string_dynamically,,,,316105955.0,ns,64
day04_part1,Parse_string_dynamically,,,,311600148.0,ns,65
day04_part1,Parse_string_dynamically,,,,327606013.0,ns,66
day04_part1,Parse_string_dynamically,,,,318767199.0,ns,67
day04_part1,Parse_string_dynamically,,,,323139677.0,ns,68
day04_part1,Parse_string_dynamically,,,,340805331.0,ns,69
day04_part1,Parse_string_dynamically,,,,380041657.0,ns,70
day04_part1,Parse_string_dynamically,,,,335674284.0,ns,71
day04_part1,Parse_string_dynamically,,,,332704641.0,ns,72
day04_part1,Parse_string_dynamically,,,,384817448.0,ns,73
day04_part1,Parse_string_dynamically,,,,357895260.0,ns,74
day04_part1,Parse_string_dynamically,,,,351123207.0,ns,75
day04_part1,Parse_string_dynamically,,,,353125912.0,ns,76
day04_part1,Parse_string_dynamically,,,,356077453.0,ns,77
day04_part1,Parse_string_dynamically,,,,386116784.0,ns,78
day04_part1,Parse_string_dynamically,,,,389187342.0,ns,79
day04_part1,Parse_string_dynamically,,,,375912078.0,ns,80
day04_part1,Parse_string_dynamically,,,,395563505.0,ns,81
day04_part1,Parse_string_dynamically,,,,386522526.0,ns,82
day04_part1,Parse_string_dynamically,,,,400021712.0,ns,83
day04_part1,Parse_string_dynamically,,,,403740733.0,ns,84
day04_part1,Parse_string_dynamically,,,,406939763.0,ns,85
day04_part1,Parse_string_dynamically,,,,436181620.0,ns,86
day04_part1,Parse_string_dynamically,,,,415545399.0,ns,87
day04_part1,Parse_string_dynamically,,,,438402983.0,ns,88
day04_part1,Parse_string_dynamically,,,,434762247.0,ns,89
day04_part1,Parse_string_dynamically,,,,432289059.0,ns,90
day04_part1,Parse_string_dynamically,,,,430494799.0,ns,91
day04_part1,Parse_string_dynamically,,,,432301792.0,ns,92
day04_part1,Parse_string_dynamically,,,,448740101.0,ns,93
day04_part1,Parse_string_dynamically,,,,430686201.0,ns,94
day04_part1,Parse_string_dynamically,,,,450083019.0,ns,95
day04_part1,Parse_string_dynamically,,,,444485366.0,ns,96
day04_part1,Parse_string_dynamically,,,,447675459.0,ns,97
day04_part1,Parse_string_dynamically,,,,465584115.0,ns,98
day04_part1,Parse_string_dynamically,,,,457362024.0,ns,99
day04_part1,Parse_string_dynamically,,,,478174552.0,ns,100
